URN,LAcode,LAname,EstablishmentNumber,EstablishmentName,TypeOfEstablishmentcode,TypeOfEstablishmentname,EstablishmentTypeGroupcode,EstablishmentTypeGroupname,EstablishmentStatuscode,EstablishmentStatusname,ReasonEstablishmentOpenedcode,ReasonEstablishmentOpenedname,OpenDate,ReasonEstablishmentClosedcode,ReasonEstablishmentClosedname,CloseDate,PhaseOfEducationcode,PhaseOfEducationname,StatutoryLowAge,StatutoryHighAge,Boarderscode,Boardersname,NurseryProvisionname,OfficialSixthFormcode,OfficialSixthFormname,Gendercode,Gendername,ReligiousCharactercode,ReligiousCharactername,ReligiousEthosname,Diocesecode,Diocesename,AdmissionsPolicycode,AdmissionsPolicyname,SchoolCapacity,SpecialClassescode,SpecialClassesname,CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlagcode,TrustSchoolFlagname,Trustscode,Trustsname,SchoolSponsorFlagname,SchoolSponsorsname,FederationFlagname,Federationscode,Federationsname,UKPRN,FEHEIdentifier,FurtherEducationTypename,OfstedLastInsp,OfstedSpecialMeasurescode,OfstedSpecialMeasuresname,LastChangedDate,Street,Locality,Address3,Town,Countyname,Postcode,SchoolWebsite,TelephoneNum,HeadTitlename,HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateNamename,InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMothname,TeenMothPlaces,CCFname,SENPRUname,EBDname,PlacesPRU,FTProvname,EdByOthername,Section41Approvedname,SEN1name,SEN2name,SEN3name,SEN4name,SEN5name,SEN6name,SEN7name,SEN8name,SEN9name,SEN10name,SEN11name,SEN12name,SEN13name,TypeOfResourcedProvisionname,ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GORcode,GORname,DistrictAdministrativecode,DistrictAdministrativename,AdministrativeWardcode,AdministrativeWardname,ParliamentaryConstituencycode,ParliamentaryConstituencyname,UrbanRuralcode,UrbanRuralname,GSSLACodename,Easting,Northing,CensusAreaStatisticWardname,MSOAname,LSOAname,InspectorateNamename,SENStat,SENNoStat,BoardingEstablishmentname,PropsName,PreviousLAcode,PreviousLAname,PreviousEstablishmentNumber,OfstedRatingname,RSCRegionname,Countryname,UPRN,SiteName,MSOAcode,LSOAcode
104363,336,Wolverhampton,3016,St Thomas' Church of England Primary School,3,Voluntary controlled school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2018-08-31,2,Primary,5,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE20,Diocese of Lichfield,0,Not applicable,210,2,No Special Classes,2018-01-18,199,98,101,10.6,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-09-20,Mattox Road,Wednesfield,null,Wolverhampton,West Midlands,WV11 3TG,null,null,Mrs,Helen,Morris,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001340,Wednesfield South,E14001049,Wolverhampton North East,A1,(England/Wales) Urban major conurbation,E08000031,394735,300996,null,Wolverhampton 008,Wolverhampton 008E,null,null,null,null,null,999,null,null,null,null,null,100071406070,null,E02002156,E01010566
104364,336,Wolverhampton,3017,St Alban's Church of England Primary School,3,Voluntary controlled school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,6,For Academy,2018-08-31,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE20,Diocese of Lichfield,0,Not applicable,210,2,No Special Classes,2018-01-18,183,90,93,34.5,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-10-16,St Albans Close,Ashmore Park,Wednesfield,Wolverhampton,West Midlands,WV11 2PF,null,null,Mr,Darren,Jones,Executive Head Teacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001339,Wednesfield North,E14001049,Wolverhampton North East,A1,(England/Wales) Urban major conurbation,E08000031,396496,301975,null,Wolverhampton 005,Wolverhampton 005B,null,null,null,null,null,999,null,null,null,null,null,100071405794,null,E02002153,E01010556
104365,336,Wolverhampton,3018,St Leonard's CofE Junior and Infant School,3,Voluntary controlled school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,0,Not applicable,1996-01-01,2,Primary,5,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,6,None,Does not apply,9999,null,0,Not applicable,null,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2015-09-24,Albany Crescent,null,null,Bilston,West Midlands,WV14 0HU,null,null,null,null,null,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001327,Ettingshall,E14001050,Wolverhampton South East,A1,(England/Wales) Urban major conurbation,E08000031,394001,296573,null,Wolverhampton 029,Wolverhampton 029B,null,null,null,null,null,999,null,null,null,null,null,10003594664,null,E02002177,E01010450
104366,336,Wolverhampton,3019,Christ Church (Church of England) Junior School,3,Voluntary controlled school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE20,Diocese of Lichfield,0,Not applicable,256,2,No Special Classes,2026-01-15,244,130,114,28.3,0,Not applicable,null,null,Not applicable,null,Supported by a federation,17751,Christ Church (Church of England) Infant School and Nursery and Christ Church (Church of England) Junior School Federation,10071408,null,Not applicable,null,null,null,2026-06-29,Woodcote Road,Tettenhall Wood,null,Wolverhampton,West Midlands,WV6 8LG,https://www.christchurchfederation.co.uk/,1902558700,Mrs,Sarah,Blower,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05014855,Tettenhall Wightwick,E14001596,Wolverhampton West,UN1,Urban: Nearer to a major town or city,E08000031,388072,299604,null,Wolverhampton 014,Wolverhampton 014C,null,null,null,null,null,999,null,null,null,null,null,10003595645,null,E02002162,E01010548
104367,336,Wolverhampton,3020,St Jude's Church of England Primary School,3,Voluntary controlled school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,6,For Academy,2014-02-28,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE20,Diocese of Lichfield,0,Not applicable,420,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Paget Road,null,null,Wolverhampton,West Midlands,WV6 0DT,null,null,Mrs,Denise,Dalton,Acting Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,null,null,null,null,null,null,null,null,null,null,null,null,Resourced provision,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001333,Park,E14001051,Wolverhampton South West,A1,(England/Wales) Urban major conurbation,E08000031,389649,299052,null,Wolverhampton 017,Wolverhampton 017E,null,null,null,null,null,999,null,null,null,null,null,10007117025,null,E02002165,E01010512
104368,336,Wolverhampton,3021,St Andrew's Church of England Infant School,3,Voluntary controlled school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2000-12-31,2,Primary,3,7,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,2,Church of England,Does not apply,CE20,Diocese of Lichfield,0,Not applicable,null,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Coleman Street,Whitmore Reans,null,Wolverhampton,West Midlands,WV6 0RH,null,null,Miss,M,Alison,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001333,Park,E14001051,Wolverhampton South West,A1,(England/Wales) Urban major conurbation,E08000031,389908,299825,null,Wolverhampton 013,Wolverhampton 013B,null,null,null,null,null,999,null,null,null,null,null,null,null,E02002161,E01010523
104369,336,Wolverhampton,3022,St Martin's Church of England Primary School,3,Voluntary controlled school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2015-02-28,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE20,Diocese of Lichfield,0,Not applicable,180,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Wallace Road,Bradley,null,Bilston,West Midlands,WV14 8BS,null,null,Mrs,Lynne,Law,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001321,Bilston East,E14001050,Wolverhampton South East,A1,(England/Wales) Urban major conurbation,E08000031,396161,294867,null,Wolverhampton 033,Wolverhampton 033B,null,null,null,null,null,999,null,null,null,null,null,null,null,E02002181,E01010411
104370,336,Wolverhampton,3023,All Saints' Church of England Primary School,3,Voluntary controlled school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2002-08-31,2,Primary,3,11,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,2,Church of England,Does not apply,CE20,Diocese of Lichfield,0,Not applicable,null,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,All Saints Road,null,null,Wolverhampton,West Midlands,WV2 1EL,null,null,Mrs,E,Wheeler,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001327,Ettingshall,E14001050,Wolverhampton South East,A1,(England/Wales) Urban major conurbation,E08000031,392011,297786,null,Wolverhampton 035,Wolverhampton 035G,null,null,null,null,null,999,null,null,null,null,null,null,null,E02006894,E01010454
104371,336,Wolverhampton,3300,St Luke's Church of England Aided Junior School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2000-05-01,2,Primary,7,11,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,2,Church of England,Does not apply,CE20,Diocese of Lichfield,0,Not applicable,null,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Goldthorn Road,null,null,Wolverhampton,West Midlands,WV2 4PJ,null,null,Mrs,D L,Bennett,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001323,Blakenhall,E14001050,Wolverhampton South East,A1,(England/Wales) Urban major conurbation,E08000031,390898,297091,null,Wolverhampton 035,Wolverhampton 035A,null,null,null,null,null,999,null,null,null,null,null,null,null,E02006894,E01010426
104372,336,Wolverhampton,3301,St Luke's Church of England Aided Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE20,Diocese of Lichfield,0,Not applicable,480,2,No Special Classes,2026-01-15,477,254,223,45.0,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10068605,null,Not applicable,null,null,null,2026-06-29,Park Street South,Blakenhall,null,Wolverhampton,West Midlands,WV2 3AE,www.stlukesprimary.co.uk,1902556434,Mrs,Alison,Grennan,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05014840,Blakenhall,E14001596,Wolverhampton West,UN1,Urban: Nearer to a major town or city,E08000031,391353,297066,null,Wolverhampton 035,Wolverhampton 035E,null,null,null,null,null,999,null,null,null,null,null,10033913984,null,E02006894,E01010433
104373,336,Wolverhampton,3302,Holy Rosary Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2015-02-28,2,Primary,5,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC03,Archdiocese of Birmingham,0,Not applicable,203,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Hickman Avenue,null,null,Wolverhampton,West Midlands,WV1 2BS,null,null,Mrs,H,Peters,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001326,East Park,E14001050,Wolverhampton South East,A1,(England/Wales) Urban major conurbation,E08000031,393103,298217,null,Wolverhampton 018,Wolverhampton 018B,null,null,null,null,null,999,null,null,null,null,null,10007118224,null,E02002166,E01010443
104374,336,Wolverhampton,3303,St Anthony's Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,1900-01-01,10,Academy Converter,2020-08-31,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC03,Archdiocese of Birmingham,0,Not applicable,315,2,No Special Classes,2020-01-16,360,181,179,17.2,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10079420,null,Not applicable,null,null,null,2020-08-31,Stafford Road,Fordhouses,null,Wolverhampton,West Midlands,WV10 6NW,null,null,Mrs,T,Davis,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001324,Bushbury North,E14001049,Wolverhampton North East,A1,(England/Wales) Urban major conurbation,E08000031,391547,303140,null,Wolverhampton 001,Wolverhampton 001D,null,null,null,null,null,999,null,null,null,null,null,10007124375,null,E02002149,E01010438
104375,336,Wolverhampton,3304,"St Mary's Catholic Primary School, Wolverhampton",2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2015-02-28,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC03,Archdiocese of Birmingham,0,Not applicable,315,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Cannock Road,Fallings Park,null,Wolverhampton,West Midlands,WV10 8PG,null,null,Mr,Karl,Russell,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001328,Fallings Park,E14001049,Wolverhampton North East,A1,(England/Wales) Urban major conurbation,E08000031,393087,301090,null,Wolverhampton 008,Wolverhampton 008B,null,null,null,null,null,999,null,null,null,null,null,10007116116,null,E02002156,E01010459
104376,336,Wolverhampton,3305,St Mary and St John Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,6,For Academy,2013-06-30,2,Primary,5,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC03,Archdiocese of Birmingham,0,Not applicable,210,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Caledonia Road,null,null,Wolverhampton,West Midlands,WV2 1HZ,null,null,Mrs,J,Hanslip,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001327,Ettingshall,E14001050,Wolverhampton South East,A1,(England/Wales) Urban major conurbation,E08000031,391962,297624,null,Wolverhampton 035,Wolverhampton 035G,null,null,null,null,null,999,null,null,null,null,null,10007117483,null,E02006894,E01010454
104377,336,Wolverhampton,3307,St Michael's Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2013-06-30,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC03,Archdiocese of Birmingham,0,Not applicable,297,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Telford Gardens,Merry Hill,null,Wolverhampton,West Midlands,WV3 7LE,null,null,Mrs,C,Williams,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001331,Merry Hill,E14001051,Wolverhampton South West,A1,(England/Wales) Urban major conurbation,E08000031,388693,297202,null,Wolverhampton 021,Wolverhampton 021A,null,null,null,null,null,999,null,null,null,null,null,null,null,E02002169,E01010487
104378,336,Wolverhampton,3309,Holy Trinity Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,35,Catholic,Does not apply,RC03,Archdiocese of Birmingham,0,Not applicable,212,2,No Special Classes,2026-01-15,242,118,124,29.1,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10079419,null,Not applicable,null,null,null,2026-06-29,Fraser Street,null,null,Bilston,West Midlands,WV14 7PD,www.holytrinityprimaryschool.co.uk,1902558977,Mrs,Heather,Taylor,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,Not applicable,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05014839,Bilston South,E14001595,Wolverhampton South East,UN1,Urban: Nearer to a major town or city,E08000031,395347,296578,null,Wolverhampton 027,Wolverhampton 027C,null,null,null,null,null,999,null,null,null,null,null,100071122818,null,E02002175,E01010416
104379,336,Wolverhampton,3310,Corpus Christi Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2015-02-28,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC03,Archdiocese of Birmingham,0,Not applicable,210,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Ashmore Avenue,Ashmore Park,Wednesfield,Wolverhampton,West Midlands,WV11 2LT,null,null,Mrs,L,Holden-Gough,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001339,Wednesfield North,E14001049,Wolverhampton North East,A1,(England/Wales) Urban major conurbation,E08000031,396156,301868,null,Wolverhampton 005,Wolverhampton 005A,null,null,null,null,null,999,null,null,null,null,null,10007118725,null,E02002153,E01010555
104380,336,Wolverhampton,3311,"St Teresa's Catholic Primary School, Parkfield",2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2013-06-30,2,Primary,5,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC03,Archdiocese of Birmingham,0,Not applicable,208,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Malins Road,Parkfields,null,Wolverhampton,West Midlands,WV4 6AW,null,null,Mrs,Tamsin,Davis,Acting Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001323,Blakenhall,E14001050,Wolverhampton South East,A1,(England/Wales) Urban major conurbation,E08000031,392165,296284,null,Wolverhampton 035,Wolverhampton 035D,null,null,null,null,null,999,null,null,null,null,null,null,null,E02006894,E01010430
104381,336,Wolverhampton,3312,"St Patrick's Catholic Primary School, Wednesfield",2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,1900-01-01,6,For Academy,2020-02-29,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC03,Archdiocese of Birmingham,0,Not applicable,210,2,No Special Classes,2020-01-16,251,127,124,36.5,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10075044,null,Not applicable,null,null,null,2020-08-03,Graiseley Lane,Wednesfield,null,Wolverhampton,West Midlands,WV11 1PG,null,null,Mrs,S,Mulrooney,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001330,Heath Town,E14001049,Wolverhampton North East,A1,(England/Wales) Urban major conurbation,E08000031,394331,300251,null,Wolverhampton 012,Wolverhampton 012A,null,null,null,null,null,999,null,null,null,null,null,100071405761,null,E02002160,E01010474
104382,336,Wolverhampton,3314,St Paul's Church of England Aided Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE20,Diocese of Lichfield,0,Not applicable,218,2,No Special Classes,2026-01-15,222,118,104,43.4,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10068604,null,Not applicable,null,null,null,2026-06-29,Emsworth Crescent,Pendeford,null,Wolverhampton,West Midlands,WV9 5NR,www.stpaulscofeprimaryschool.co.uk,1902558621,Mrs,Jennifer,Ferretti,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05014850,Oxley,E14001596,Wolverhampton West,UN1,Urban: Nearer to a major town or city,E08000031,390309,302621,null,Wolverhampton 003,Wolverhampton 003A,null,null,null,null,null,999,null,null,null,null,null,100071566817,null,E02002151,E01010496
104383,336,Wolverhampton,3315,The Giffard Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2013-06-30,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC03,Archdiocese of Birmingham,0,Not applicable,210,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Hordern Close,Hordern Road,Newbridge,Wolverhampton,West Midlands,WV6 0HR,null,null,Mrs,Ann,Lombardi,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001333,Park,E14001051,Wolverhampton South West,A1,(England/Wales) Urban major conurbation,E08000031,389649,300201,null,Wolverhampton 013,Wolverhampton 013B,null,null,null,null,null,999,null,null,null,null,null,10007119772,null,E02002161,E01010523
104384,336,Wolverhampton,3316,St Michael's Church of England Aided Primary School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2025-03-31,2,Primary,5,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE20,Diocese of Lichfield,0,Not applicable,210,2,No Special Classes,2025-01-16,222,114,108,28.4,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10071407,null,Not applicable,null,null,null,2025-07-07,Lower Street,Tettenhall,null,Wolverhampton,West Midlands,WV6 9AF,null,null,Mrs,Kathryn,Jackson,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,"SEMH - Social, Emotional and Mental Health",null,null,null,null,null,null,null,null,null,null,null,null,SEN unit,null,null,12,16,F,West Midlands,E08000031,Wolverhampton,E05014854,Tettenhall Regis,E14001596,Wolverhampton West,A1,(England/Wales) Urban major conurbation,E08000031,389208,300116,null,Wolverhampton 009,Wolverhampton 009B,null,null,null,null,null,999,null,null,null,null,null,10003595645,null,E02002157,E01010540
104385,336,Wolverhampton,4106,The Northicote School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,6,For Academy,2010-08-31,4,Secondary,11,18,1,No boarders,Not applicable,1,Has a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,4,Non-selective,881,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10004757,null,Not applicable,null,null,null,2018-11-14,Northwood Park Road,Bushbury,null,Wolverhampton,West Midlands,WV10 8EP,null,null,Mr,R,Davis,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,MLD - Moderate Learning Difficulty,null,null,null,null,null,null,null,null,null,null,null,null,Resourced provision,null,null,null,null,F,West Midlands,E08000031,Wolverhampton,E05001324,Bushbury North,E14001049,Wolverhampton North East,A1,(England/Wales) Urban major conurbation,E08000031,392260,303233,null,Wolverhampton 001,Wolverhampton 001F,null,null,null,null,null,999,null,null,null,null,null,null,null,E02002149,E01010440
